ID,requirement,functional/non-functional,source_file,data_type,ASR,ASR_Explanation
22,"The system categorizes users on the basis of roles and privileges. Within these roles, the system also categorizes users based on the roles that they have within individual products. These are referred to as user account roles.",FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This requirement drives the design of the system’s cross‐cutting RBAC/security architecture, data models, and authorization services."
23,"Mashbot Campaigns supports the following account roles: Contributor, Approver, Publisher.",FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"Defines required roles and permissions, impacting the design of the authorization architecture and RBAC implementation."
24,A user may possess more than one role.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,It affects the RBAC architecture and data model by requiring a many-to-many user-role relationship in the identity management subsystem.
25,Roles reflect actions that can be performed by a user.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,This drives the design of the system’s authorization architecture by requiring a role-based access control module and related security components.
26,Roles can be assigned to a user account for individual products.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,This affects the authorization architecture by requiring per-product role-based access control and corresponding changes to identity/data models.
27,"Contributors may create new content, import existing content into the system, edit content, and delete it. They may also submit these actions for approval.",FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This introduces requirements for a content management workflow and role-based access control that will impact system modularity, service boundaries, and data versioning."
28,Approvers can approve actions performed by contributors.,FR,2010 - mashboot.pdf.csv,requirement_statement,No,This is a routine role-based permission feature with minimal impact on the overall system architecture.
29,Publishers may schedule or immediately initiate actions put forth by contributors and those approved by approvers.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,Scheduling versus immediate execution drives the need for a workflow/scheduling engine and asynchronous task management components.
30,New user accounts can be created.,FR,2010 - mashboot.pdf.csv,requirement_statement,No,This basic CRUD capability for user management does not impose significant architectural constraints.
31,The system may contain any number of user accounts.,NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"It impacts the need for a scalable user data storage architecture (e.g., sharding/partitioning and capacity planning)."
32,"Certain pieces of information are required to create new accounts: Username, Password, Name, Email Address, Group Membership, User Account Type.",NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"It drives the core user domain model and impacts database schema, validation logic, and security architecture."
33,The system allows users to modify their accounts once created.,FR,2010 - mashboot.pdf.csv,requirement_statement,No,This basic CRUD operation doesn’t drive high-level structural decisions or non-functional constraints.
34,The system requires that a user have logged in before modifications can be made.,NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"It drives the inclusion of authentication/authorization layers and identity management services, impacting the security architecture."
35,"The following user account information is modifiable by all user types: Password, Email Address, Name.",FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,It affects the design of authentication/authorization and user‐management services to enforce proper access control.
36,The system allows user accounts to be deactivated.,FR,2010 - mashboot.pdf.csv,requirement_statement,No,This requirement only affects the user account lifecycle management module without significant impact on the overall system architecture.
37,The system denies users who have been deactivated from accessing the system.,FR,2010 - mashboot.pdf.csv,requirement_statement,No,This is a standard access‐control check that can be handled within the existing authentication/authorization module without major architectural changes.
38,"If an account has any history associated with it, it can only be deactivated and not deleted.",NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,It requires a soft-delete data model and retention policy enforcement affecting database schema and archival mechanisms.
